01-01.txt	I long for someone I can trust completely to both dominate me and cherish me, to push my limits in private intimacy where I can surrender to desire without shame, exploring the contradiction of wanting to be both worshipped and roughly taken as music and passion fill my senses.
01-02.txt	I yearn for a penis to experience the pleasure of making love to women with both tenderness and passion, yet my deeper fantasy is finding someone who truly desires, cherishes, and loves me—a genuine connection, even if fleeting.
01-03.txt	Despite having no sexual experience, my recent realization that I'm not straight has transformed my fantasies from simple missionary to a dynamic range of scenarios – from BDSM and threesomes to queer sex parties where I'm actively pleasuring others – yet I struggle with the contrast between my vivid sexual imagination and my inability to even fantasize about openly queer relationships in real life.
01-04.txt	I'm happily married to my best friend, but I secretly fantasize about what my life would be if he died—whether I'd be brave enough to admit my desires, perhaps for women, and transform myself into someone new and courageous.
01-05.txt	As I casually go about my day, I'm secretly immersed in vivid sexual fantasies—whether being taken from behind by a stranger, riding a British rocker while wine lingers on our lips, receiving oral pleasure from a serious politician, or indulging in a classic builder fantasy—all while appearing completely normal to the outside world.
01-06.txt	My deepest fantasy is to be utterly desired and ravished by a partner who explores my body like a drug, making me feel uniquely arousing not just as another naked body, but specifically for who I am, igniting arousal through feeling intensely wanted.
01-07.txt	In my sexual fantasies, I can imagine anything except myself, creating characters like "Harriet" to replace me, as the thought of being personally involved disgusts me, despite wanting to experience sex with someone who instinctively knows what I need and makes me feel safe enough to surrender control.
01-08.txt	"I practise lucid dreaming. Every night I dream I have sex with the actor Pedro Pascal."
01-09.txt	I fantasize about multitudes of cocks surrounding me: men riding other men, crowds masturbating around me, or myself as the centerpiece at a banquet with fat, old, rich men gawking with erect members of all sizes, all wanting to fuck me.
01-10.txt	I fantasize about being dominated by a straight-looking older woman who uses me however she pleases, a desire that has been my sole path to orgasm since high school despite the guilt and shame I feel for not fantasizing about my husband instead.
01-11.txt	While I cherish my beautiful marriage with its mature intimacy, I secretly yearn for both rough, anonymous encounters with unkind men who take me forcefully, and a passionate, all-consuming love with a wild, free woman whose touch awakens depths I never knew existed.
01-12.txt	Despite my husband seeing me as vanilla, I secretly dream of being a famous porn star or sex symbol, both to overcome my body dysphoria as a trans woman and to be valued for my sexuality rather than just my intellect.
01-13.txt	Since losing my husband of thirty-four years, I fantasize about our passionate sexual connection when I masturbate, while also finding temporary solace in infatuations with actors on screen during the long, lonely nights of widowhood.
01-14.txt	In my richly detailed fantasy worlds, I escape my sexually unfulfilling marriage by imagining myself as a powerful, sexually liberated woman—sometimes a zombie apocalypse survivor or a powerful witch—who has passionate, satisfying encounters with men and women where I'm always in control and thoroughly pleasured.
01-15.txt	I fantasize about my husband contributing to household tasks, appreciating me without fixating on my aging, performing oral sex, touching me tenderly, and having passionate sex in various positions, all followed by a bath with doors opening to a summery garden—half this fantasy is real, I'm working towards the rest.
01-16.txt	Despite being told it's sinful, I fantasize about men I've met and admire because these inappropriate dreams—of riding someone like Seabiscuit, performing oral sex, or simply being held—give me the hope for mind-blowing sex that keeps me alive through the daily grind.
01-17.txt	I dream of a partner, ideally an older, taller woman who sees beyond my wheelchair and disability, who respects my needs while taking charge in the bedroom, treating me as completely desirable, and exploring our sexuality together in a safe, caring environment where I can be willingly submissive.
01-18.txt	As an asexual person who still engages in sex, I fantasize about fictional characters with compelling dynamics getting intimate with each other—never myself—telling myself their complete story of drunken confessions and passionate connections just to get turned on enough for sex or masturbation.
01-19.txt	My most secret fantasy is of my boyfriend proposing to me in a legendary, mysterious setting—an experience I meditate on so intensely that I call it a "masturtation"—ending with passionate masturbation as the ultimate embodiment of this emotional desire.
01-20.txt	I alternate between fantasizing about being a successful professional swept off my feet by Harry Styles for passionate sex, and a troubling scenario where another woman seduces my partner despite his initial resistance—though I'm trying to be more present during masturbation to avoid the guilt I feel afterward.
01-21.txt	Having grown up with religious sexual guilt, I fantasize about uninhibited sexual freedom—making love in the dunes with the waves lapping at our feet, against trees in the forest, or backstage in costume between scenes—as an escape from my sexually mismatched marriage.
